"ID","Tagged objects"
"mysticalagriculture:crops","mysticalagriculture:air_crop, mysticalagriculture:earth_crop, mysticalagriculture:water_crop, mysticalagriculture:fire_crop, mysticalagriculture:inferium_crop, mysticalagriculture:stone_crop, mysticalagriculture:dirt_crop, mysticalagriculture:wood_crop, mysticalagriculture:ice_crop, mysticalagriculture:nature_crop, mysticalagriculture:dye_crop, mysticalagriculture:nether_crop, mysticalagriculture:coal_crop, mysticalagriculture:coral_crop, mysticalagriculture:honey_crop, mysticalagriculture:pig_crop, mysticalagriculture:chicken_crop, mysticalagriculture:cow_crop, mysticalagriculture:sheep_crop, mysticalagriculture:squid_crop, mysticalagriculture:fish_crop, mysticalagriculture:slime_crop, mysticalagriculture:turtle_crop, mysticalagriculture:rubber_crop, mysticalagriculture:silicon_crop, mysticalagriculture:sulfur_crop, mysticalagriculture:aluminum_crop, mysticalagriculture:copper_crop, mysticalagriculture:saltpeter_crop, mysticalagriculture:apatite_crop, mysticalagriculture:mystical_flower_crop, mysticalagriculture:marble_crop, mysticalagriculture:limestone_crop, mysticalagriculture:basalt_crop, mysticalagriculture:iron_crop, mysticalagriculture:nether_quartz_crop, mysticalagriculture:glowstone_crop, mysticalagriculture:redstone_crop, mysticalagriculture:obsidian_crop, mysticalagriculture:prismarine_crop, mysticalagriculture:zombie_crop, mysticalagriculture:skeleton_crop, mysticalagriculture:creeper_crop, mysticalagriculture:spider_crop, mysticalagriculture:rabbit_crop, mysticalagriculture:tin_crop, mysticalagriculture:bronze_crop, mysticalagriculture:zinc_crop, mysticalagriculture:brass_crop, mysticalagriculture:silver_crop, mysticalagriculture:lead_crop, mysticalagriculture:graphite_crop, mysticalagriculture:blizz_crop, mysticalagriculture:blitz_crop, mysticalagriculture:basalz_crop, mysticalagriculture:tinkers_bronze_crop, mysticalagriculture:slimesteel_crop, mysticalagriculture:pig_iron_crop, mysticalagriculture:manasteel_crop, mysticalagriculture:steeleaf_crop, mysticalagriculture:ironwood_crop, mysticalagriculture:ender_biotite_crop, mysticalagriculture:aquamarine_crop, mysticalagriculture:sky_stone_crop, mysticalagriculture:certus_quartz_crop, mysticalagriculture:quartz_enriched_iron_crop, mysticalagriculture:gold_crop, mysticalagriculture:lapis_lazuli_crop, mysticalagriculture:end_crop, mysticalagriculture:experience_crop, mysticalagriculture:blaze_crop, mysticalagriculture:ghast_crop, mysticalagriculture:enderman_crop, mysticalagriculture:steel_crop, mysticalagriculture:nickel_crop, mysticalagriculture:constantan_crop, mysticalagriculture:electrum_crop, mysticalagriculture:invar_crop, mysticalagriculture:mithril_crop, mysticalagriculture:tungsten_crop, mysticalagriculture:titanium_crop, mysticalagriculture:uranium_crop, mysticalagriculture:chrome_crop, mysticalagriculture:ruby_crop, mysticalagriculture:sapphire_crop, mysticalagriculture:signalum_crop, mysticalagriculture:lumium_crop, mysticalagriculture:hop_graphite_crop, mysticalagriculture:cobalt_crop, mysticalagriculture:rose_gold_crop, mysticalagriculture:elementium_crop, mysticalagriculture:osmium_crop, mysticalagriculture:fluorite_crop, mysticalagriculture:refined_glowstone_crop, mysticalagriculture:refined_obsidian_crop, mysticalagriculture:knightmetal_crop, mysticalagriculture:fiery_ingot_crop, mysticalagriculture:starmetal_crop, mysticalagriculture:compressed_iron_crop, mysticalagriculture:fluix_crop, mysticalagriculture:energized_steel_crop, mysticalagriculture:blazing_crystal_crop, mysticalagriculture:diamond_crop, mysticalagriculture:emerald_crop, mysticalagriculture:netherite_crop, mysticalagriculture:wither_skeleton_crop, mysticalagriculture:platinum_crop, mysticalagriculture:iridium_crop, mysticalagriculture:enderium_crop, mysticalagriculture:manyullyn_crop, mysticalagriculture:queens_slime_crop, mysticalagriculture:hepatizon_crop, mysticalagriculture:terrasteel_crop, mysticalagriculture:rock_crystal_crop, mysticalagriculture:yellorium_crop, mysticalagriculture:cyanite_crop, mysticalagriculture:niotic_crystal_crop, mysticalagriculture:spirited_crystal_crop, mysticalagriculture:uraninite_crop"
"quark:candles","quark:black_candle, quark:blue_candle, quark:brown_candle, quark:cyan_candle, quark:gray_candle, quark:green_candle, quark:light_blue_candle, quark:light_gray_candle, quark:lime_candle, quark:magenta_candle, quark:orange_candle, quark:pink_candle, quark:purple_candle, quark:red_candle, quark:white_candle, quark:yellow_candle"
"quark:crab_spawnable","minecraft:sand, minecraft:red_sand"
"quark:crystal","quark:red_crystal, quark:orange_crystal, quark:yellow_crystal, quark:green_crystal, quark:blue_crystal, quark:indigo_crystal, quark:violet_crystal, quark:white_crystal, quark:black_crystal"
"quark:foxhound_spawnable","minecraft:netherrack, minecraft:soul_sand, minecraft:basalt, minecraft:soul_soil"
"quark:hedges","quark:oak_hedge, quark:birch_hedge, quark:spruce_hedge, quark:jungle_hedge, quark:acacia_hedge, quark:dark_oak_hedge, quark:blue_blossom_hedge, quark:lavender_blossom_hedge, quark:orange_blossom_hedge, quark:pink_blossom_hedge, quark:yellow_blossom_hedge, quark:red_blossom_hedge"
"quark:ladders","minecraft:ladder, quark:spruce_ladder, quark:birch_ladder, quark:jungle_ladder, quark:acacia_ladder, quark:dark_oak_ladder, quark:warped_ladder, quark:crimson_ladder, quark:iron_ladder"
"quark:lead_connectable","minecraft:oak_fence, minecraft:acacia_fence, minecraft:dark_oak_fence, minecraft:spruce_fence, minecraft:birch_fence, minecraft:jungle_fence, minecraft:crimson_fence, minecraft:warped_fence, tconstruct:greenheart_fence, tconstruct:skyroot_fence, tconstruct:bloodshroom_fence, minecraft:nether_brick_fence, tconstruct:scorched_bricks_fence, botania:dreamwood_fence, botania:livingwood_fence, quark:paper_lantern, quark:paper_lantern_sakura"
"quark:pike_trophies","minecraft:skeleton_skull, minecraft:zombie_head, minecraft:creeper_head"
"quark:planks_vertical_slab","quark:black_stained_planks_vertical_slab, quark:blue_stained_planks_vertical_slab, quark:brown_stained_planks_vertical_slab, quark:cyan_stained_planks_vertical_slab, quark:gray_stained_planks_vertical_slab, quark:green_stained_planks_vertical_slab, quark:light_blue_stained_planks_vertical_slab, quark:light_gray_stained_planks_vertical_slab, quark:lime_stained_planks_vertical_slab, quark:magenta_stained_planks_vertical_slab, quark:orange_stained_planks_vertical_slab, quark:pink_stained_planks_vertical_slab, quark:purple_stained_planks_vertical_slab, quark:red_stained_planks_vertical_slab, quark:white_stained_planks_vertical_slab, quark:yellow_stained_planks_vertical_slab"
"quark:quilted_wools","quark:black_quilted_wool, quark:blue_quilted_wool, quark:brown_quilted_wool, quark:cyan_quilted_wool, quark:gray_quilted_wool, quark:green_quilted_wool, quark:light_blue_quilted_wool, quark:light_gray_quilted_wool, quark:lime_quilted_wool, quark:magenta_quilted_wool, quark:orange_quilted_wool, quark:pink_quilted_wool, quark:purple_quilted_wool, quark:red_quilted_wool, quark:white_quilted_wool, quark:yellow_quilted_wool"
"quark:slime_blocks","minecraft:slime_block, quark:red_slime_block, quark:blue_slime_block, quark:cyan_slime_block, quark:magenta_slime_block, quark:yellow_slime_block"
"quark:stools","quark:black_stool, quark:blue_stool, quark:brown_stool, quark:cyan_stool, quark:gray_stool, quark:green_stool, quark:light_blue_stool, quark:light_gray_stool, quark:lime_stool, quark:magenta_stool, quark:orange_stool, quark:pink_stool, quark:purple_stool, quark:red_stool, quark:white_stool, quark:yellow_stool"
"quark:underground_biome_replaceable","minecraft:stone, minecraft:netherrack, minecraft:end_stone, minecraft:granite, minecraft:diorite, minecraft:andesite, quark:basalt, quark:marble, quark:limestone, quark:jasper, quark:slate"
"quark:vertical_slab","quark:acacia_vertical_slab, quark:andesite_bricks_vertical_slab, quark:andesite_vertical_slab, quark:basalt_bricks_vertical_slab, quark:basalt_vertical_slab, quark:biotite_block_vertical_slab, quark:birch_vertical_slab, quark:blackstone_bricks_vertical_slab, quark:blackstone_vertical_slab, quark:black_shingles_vertical_slab, quark:black_stained_planks_vertical_slab, quark:blue_nether_bricks_vertical_slab, quark:blue_shingles_vertical_slab, quark:blue_stained_planks_vertical_slab, quark:brick_vertical_slab, quark:brimstone_bricks_vertical_slab, quark:brimstone_vertical_slab, quark:brown_shingles_vertical_slab, quark:brown_stained_planks_vertical_slab, quark:charred_nether_bricks_vertical_slab, quark:cobbedstone_vertical_slab, quark:cobbled_deepslate_vertical_slab, quark:cobblestone_bricks_vertical_slab, quark:cobblestone_vertical_slab, quark:crimson_vertical_slab, quark:cut_red_sandstone_vertical_slab, quark:cut_sandstone_vertical_slab, quark:cut_soul_sandstone_vertical_slab, quark:cyan_shingles_vertical_slab, quark:cyan_stained_planks_vertical_slab, quark:dark_elder_prismarine_vertical_slab, quark:dark_oak_vertical_slab, quark:dark_prismarine_vertical_slab, quark:deepslate_bricks_vertical_slab, quark:deepslate_tiles_vertical_slab, quark:diorite_bricks_vertical_slab, quark:diorite_vertical_slab, quark:dirt_bricks_vertical_slab, quark:duskbound_block_vertical_slab, quark:elder_prismarine_bricks_vertical_slab, quark:elder_prismarine_vertical_slab, quark:end_stone_brick_vertical_slab, quark:granite_bricks_vertical_slab, quark:granite_vertical_slab, quark:gray_shingles_vertical_slab, quark:gray_stained_planks_vertical_slab, quark:green_shingles_vertical_slab, quark:green_stained_planks_vertical_slab, quark:iron_plate_vertical_slab, quark:jasper_bricks_vertical_slab, quark:jasper_vertical_slab, quark:jungle_vertical_slab, quark:light_blue_shingles_vertical_slab, quark:light_blue_stained_planks_vertical_slab, quark:light_gray_shingles_vertical_slab, quark:light_gray_stained_planks_vertical_slab, quark:limestone_bricks_vertical_slab, quark:limestone_vertical_slab, quark:lime_shingles_vertical_slab, quark:lime_stained_planks_vertical_slab, quark:magenta_shingles_vertical_slab, quark:magenta_stained_planks_vertical_slab, quark:magma_bricks_vertical_slab, quark:marble_bricks_vertical_slab, quark:marble_vertical_slab, quark:midori_block_vertical_slab, quark:mossy_cobblestone_bricks_vertical_slab, quark:mossy_cobblestone_vertical_slab, quark:mossy_stone_brick_vertical_slab, quark:myalite_bricks_vertical_slab, quark:myalite_vertical_slab, quark:netherrack_bricks_vertical_slab, quark:nether_brick_vertical_slab, quark:oak_vertical_slab, quark:orange_shingles_vertical_slab, quark:orange_stained_planks_vertical_slab, quark:permafrost_bricks_vertical_slab, quark:permafrost_vertical_slab, quark:pink_shingles_vertical_slab, quark:pink_stained_planks_vertical_slab, quark:polished_andesite_vertical_slab, quark:polished_basalt_vertical_slab, quark:polished_blackstone_brick_vertical_slab, quark:polished_blackstone_vertical_slab, quark:polished_deepslate_vertical_slab, quark:polished_diorite_vertical_slab, quark:polished_granite_vertical_slab, quark:polished_jasper_vertical_slab, quark:polished_limestone_vertical_slab, quark:polished_marble_vertical_slab, quark:polished_myalite_vertical_slab, quark:polished_slate_vertical_slab, quark:prismarine_brick_vertical_slab, quark:prismarine_vertical_slab, quark:purple_shingles_vertical_slab, quark:purple_stained_planks_vertical_slab, quark:purpur_vertical_slab, quark:quartz_vertical_slab, quark:red_nether_brick_vertical_slab, quark:red_sandstone_bricks_vertical_slab, quark:red_sandstone_vertical_slab, quark:red_shingles_vertical_slab, quark:red_stained_planks_vertical_slab, quark:rusty_iron_plate_vertical_slab, quark:sandstone_bricks_vertical_slab, quark:sandstone_vertical_slab, quark:sandy_bricks_vertical_slab, quark:shingles_vertical_slab, quark:slate_bricks_vertical_slab, quark:slate_vertical_slab, quark:smooth_basalt_vertical_slab, quark:smooth_biotite_vertical_slab, quark:smooth_quartz_vertical_slab, quark:smooth_red_sandstone_vertical_slab, quark:smooth_sandstone_vertical_slab, quark:smooth_soul_sandstone_vertical_slab, quark:smooth_stone_vertical_slab, quark:snow_bricks_vertical_slab, quark:soul_sandstone_bricks_vertical_slab, quark:soul_sandstone_vertical_slab, quark:spruce_vertical_slab, quark:stone_brick_vertical_slab, quark:stone_vertical_slab, quark:thatch_vertical_slab, quark:turf_vertical_slab, quark:twisted_blackstone_bricks_vertical_slab, quark:vanilla_basalt_bricks_vertical_slab, quark:warped_vertical_slab, quark:weeping_blackstone_bricks_vertical_slab, quark:white_shingles_vertical_slab, quark:white_stained_planks_vertical_slab, quark:yellow_shingles_vertical_slab, quark:yellow_stained_planks_vertical_slab"
"quark:wraith_spawnable","minecraft:soul_sand, minecraft:soul_soil"
"tconstruct:alloyer_tanks","tconstruct:scorched_alloyer, tconstruct:seared_melter, tconstruct:seared_fuel_tank, tconstruct:seared_fuel_gauge, tconstruct:seared_ingot_tank, tconstruct:seared_ingot_gauge, tconstruct:scorched_fuel_tank, tconstruct:scorched_fuel_gauge, tconstruct:scorched_ingot_tank, tconstruct:scorched_ingot_gauge"
"tconstruct:anvil_metal","tconstruct:slimesteel_block, tconstruct:tinkers_bronze_block, tconstruct:rose_gold_block, tconstruct:pig_iron_block, tconstruct:queens_slime_block, tconstruct:manyullyn_block, tconstruct:hepatizon_block, minecraft:netherite_block, thermal:bronze_block, thermal:electrum_block, thermal:invar_block, thermal:constantan_block"
"tconstruct:bloodshroom_logs","tconstruct:bloodshroom_log, tconstruct:stripped_bloodshroom_log, tconstruct:bloodshroom_wood, tconstruct:stripped_bloodshroom_wood"
"tconstruct:congealed_slime","tconstruct:earth_congealed_slime, tconstruct:sky_congealed_slime, tconstruct:ichor_congealed_slime, tconstruct:ender_congealed_slime, tconstruct:blood_congealed_slime"
"tconstruct:foundry","tconstruct:scorched_stone, tconstruct:polished_scorched_stone, tconstruct:scorched_bricks, tconstruct:scorched_road, tconstruct:chiseled_scorched_bricks, tconstruct:scorched_fuel_tank, tconstruct:scorched_fuel_gauge, tconstruct:scorched_ingot_tank, tconstruct:scorched_ingot_gauge, tconstruct:scorched_glass, tconstruct:scorched_ladder, tconstruct:scorched_drain, tconstruct:scorched_chute, tconstruct:scorched_duct"
"tconstruct:foundry/floor","tconstruct:scorched_stone, tconstruct:polished_scorched_stone, tconstruct:scorched_bricks, tconstruct:scorched_road, tconstruct:chiseled_scorched_bricks, tconstruct:scorched_drain, tconstruct:scorched_chute, tconstruct:scorched_duct"
"tconstruct:foundry/tanks","tconstruct:scorched_fuel_tank, tconstruct:scorched_fuel_gauge, tconstruct:scorched_ingot_tank, tconstruct:scorched_ingot_gauge"
"tconstruct:foundry/wall","tconstruct:scorched_stone, tconstruct:polished_scorched_stone, tconstruct:scorched_bricks, tconstruct:scorched_road, tconstruct:chiseled_scorched_bricks, tconstruct:scorched_fuel_tank, tconstruct:scorched_fuel_gauge, tconstruct:scorched_ingot_tank, tconstruct:scorched_ingot_gauge, tconstruct:scorched_glass, tconstruct:scorched_ladder, tconstruct:scorched_drain, tconstruct:scorched_chute, tconstruct:scorched_duct"
"tconstruct:fuel_tanks","tconstruct:seared_heater, tconstruct:seared_fuel_tank, tconstruct:seared_fuel_gauge, tconstruct:seared_ingot_tank, tconstruct:seared_ingot_gauge, tconstruct:scorched_fuel_tank, tconstruct:scorched_fuel_gauge, tconstruct:scorched_ingot_tank, tconstruct:scorched_ingot_gauge"
"tconstruct:greenheart_logs","tconstruct:greenheart_log, tconstruct:stripped_greenheart_log, tconstruct:greenheart_wood, tconstruct:stripped_greenheart_wood"
"tconstruct:harvestable","minecraft:pumpkin, minecraft:beehive, minecraft:bee_nest, minecraft:beetroots, minecraft:carrots, minecraft:potatoes, minecraft:wheat, minecraft:melon_stem, minecraft:pumpkin_stem, minecraft:nether_wart, minecraft:sweet_berry_bush, minecraft:sugar_cane, minecraft:kelp_plant"
"tconstruct:harvestable/crops","minecraft:beetroots, minecraft:carrots, minecraft:potatoes, minecraft:wheat, minecraft:melon_stem, minecraft:pumpkin_stem, minecraft:nether_wart"
"tconstruct:harvestable/interact","minecraft:sweet_berry_bush"
"tconstruct:harvestable/stackable","minecraft:sugar_cane, minecraft:kelp_plant"
"tconstruct:scorched_blocks","tconstruct:scorched_stone, tconstruct:polished_scorched_stone, tconstruct:scorched_bricks, tconstruct:scorched_road, tconstruct:chiseled_scorched_bricks"
"tconstruct:scorched_tanks","tconstruct:scorched_fuel_tank, tconstruct:scorched_fuel_gauge, tconstruct:scorched_ingot_tank, tconstruct:scorched_ingot_gauge"
"tconstruct:seared_blocks","tconstruct:seared_stone, tconstruct:seared_cracked_bricks, tconstruct:seared_cobble, tconstruct:seared_paver, tconstruct:seared_bricks, tconstruct:seared_fancy_bricks, tconstruct:seared_triangle_bricks"
"tconstruct:seared_bricks","tconstruct:seared_bricks, tconstruct:seared_fancy_bricks, tconstruct:seared_triangle_bricks"
"tconstruct:seared_tanks","tconstruct:seared_fuel_tank, tconstruct:seared_fuel_gauge, tconstruct:seared_ingot_tank, tconstruct:seared_ingot_gauge"
"tconstruct:skyroot_logs","tconstruct:skyroot_log, tconstruct:stripped_skyroot_log, tconstruct:skyroot_wood, tconstruct:stripped_skyroot_wood"
"tconstruct:slime_block","minecraft:slime_block, tconstruct:sky_slime, tconstruct:ichor_slime, tconstruct:ender_slime, tconstruct:blood_slime"
"tconstruct:slimy_grass","tconstruct:earth_earth_slime_grass, tconstruct:sky_earth_slime_grass, tconstruct:ichor_earth_slime_grass, tconstruct:ender_earth_slime_grass, tconstruct:blood_earth_slime_grass, tconstruct:earth_sky_slime_grass, tconstruct:sky_sky_slime_grass, tconstruct:ichor_sky_slime_grass, tconstruct:ender_sky_slime_grass, tconstruct:blood_sky_slime_grass, tconstruct:earth_ichor_slime_grass, tconstruct:sky_ichor_slime_grass, tconstruct:ichor_ichor_slime_grass, tconstruct:ender_ichor_slime_grass, tconstruct:blood_ichor_slime_grass, tconstruct:earth_ender_slime_grass, tconstruct:sky_ender_slime_grass, tconstruct:ichor_ender_slime_grass, tconstruct:ender_ender_slime_grass, tconstruct:blood_ender_slime_grass, tconstruct:earth_vanilla_slime_grass, tconstruct:sky_vanilla_slime_grass, tconstruct:ichor_vanilla_slime_grass, tconstruct:ender_vanilla_slime_grass, tconstruct:blood_vanilla_slime_grass"
"tconstruct:slimy_leaves","tconstruct:earth_slime_leaves, tconstruct:sky_slime_leaves, tconstruct:ichor_slime_leaves, tconstruct:ender_slime_leaves, tconstruct:blood_slime_leaves"
"tconstruct:slimy_logs","tconstruct:greenheart_log, tconstruct:stripped_greenheart_log, tconstruct:greenheart_wood, tconstruct:stripped_greenheart_wood, tconstruct:skyroot_log, tconstruct:stripped_skyroot_log, tconstruct:skyroot_wood, tconstruct:stripped_skyroot_wood, tconstruct:bloodshroom_log, tconstruct:stripped_bloodshroom_log, tconstruct:bloodshroom_wood, tconstruct:stripped_bloodshroom_wood"
"tconstruct:slimy_planks","tconstruct:greenheart_planks, tconstruct:skyroot_planks, tconstruct:bloodshroom_planks"
"tconstruct:slimy_saplings","tconstruct:earth_slime_sapling, tconstruct:sky_slime_sapling, tconstruct:ichor_slime_sapling, tconstruct:ender_slime_sapling, tconstruct:blood_slime_sapling"
"tconstruct:slimy_tree_trunks","tconstruct:greenheart_log, tconstruct:stripped_greenheart_log, tconstruct:greenheart_wood, tconstruct:stripped_greenheart_wood, tconstruct:skyroot_log, tconstruct:stripped_skyroot_log, tconstruct:skyroot_wood, tconstruct:stripped_skyroot_wood, tconstruct:bloodshroom_log, tconstruct:stripped_bloodshroom_log, tconstruct:bloodshroom_wood, tconstruct:stripped_bloodshroom_wood, tconstruct:earth_congealed_slime, tconstruct:sky_congealed_slime, tconstruct:ichor_congealed_slime, tconstruct:ender_congealed_slime, tconstruct:blood_congealed_slime"
"tconstruct:smeltery","tconstruct:seared_stone, tconstruct:seared_cracked_bricks, tconstruct:seared_cobble, tconstruct:seared_paver, tconstruct:seared_bricks, tconstruct:seared_fancy_bricks, tconstruct:seared_triangle_bricks, tconstruct:seared_fuel_tank, tconstruct:seared_fuel_gauge, tconstruct:seared_ingot_tank, tconstruct:seared_ingot_gauge, tconstruct:seared_glass, tconstruct:seared_ladder, tconstruct:seared_drain, tconstruct:seared_chute, tconstruct:seared_duct"
"tconstruct:smeltery/floor","tconstruct:seared_stone, tconstruct:seared_cracked_bricks, tconstruct:seared_cobble, tconstruct:seared_paver, tconstruct:seared_bricks, tconstruct:seared_fancy_bricks, tconstruct:seared_triangle_bricks, tconstruct:seared_drain, tconstruct:seared_chute, tconstruct:seared_duct"
"tconstruct:smeltery/tanks","tconstruct:seared_fuel_tank, tconstruct:seared_fuel_gauge, tconstruct:seared_ingot_tank, tconstruct:seared_ingot_gauge"
"tconstruct:smeltery/wall","tconstruct:seared_stone, tconstruct:seared_cracked_bricks, tconstruct:seared_cobble, tconstruct:seared_paver, tconstruct:seared_bricks, tconstruct:seared_fancy_bricks, tconstruct:seared_triangle_bricks, tconstruct:seared_fuel_tank, tconstruct:seared_fuel_gauge, tconstruct:seared_ingot_tank, tconstruct:seared_ingot_gauge, tconstruct:seared_glass, tconstruct:seared_ladder, tconstruct:seared_drain, tconstruct:seared_chute, tconstruct:seared_duct"
"tconstruct:tables","tconstruct:crafting_station, tconstruct:part_builder, tconstruct:tinker_station"
"tconstruct:tree_log","minecraft:dark_oak_log, minecraft:dark_oak_wood, minecraft:stripped_dark_oak_log, minecraft:stripped_dark_oak_wood, minecraft:oak_log, minecraft:oak_wood, minecraft:stripped_oak_log, minecraft:stripped_oak_wood, minecraft:acacia_log, minecraft:acacia_wood, minecraft:stripped_acacia_log, minecraft:stripped_acacia_wood, minecraft:birch_log, minecraft:birch_wood, minecraft:stripped_birch_log, minecraft:stripped_birch_wood, minecraft:jungle_log, minecraft:jungle_wood, minecraft:stripped_jungle_log, minecraft:stripped_jungle_wood, minecraft:spruce_log, minecraft:spruce_wood, minecraft:stripped_spruce_log, minecraft:stripped_spruce_wood, tconstruct:greenheart_log, tconstruct:stripped_greenheart_log, tconstruct:greenheart_wood, tconstruct:stripped_greenheart_wood, tconstruct:skyroot_log, tconstruct:stripped_skyroot_log, tconstruct:skyroot_wood, tconstruct:stripped_skyroot_wood, minecraft:crimson_stem, minecraft:stripped_crimson_stem, minecraft:crimson_hyphae, minecraft:stripped_crimson_hyphae, minecraft:warped_stem, minecraft:stripped_warped_stem, minecraft:warped_hyphae, minecraft:stripped_warped_hyphae, tconstruct:bloodshroom_log, tconstruct:stripped_bloodshroom_log, tconstruct:bloodshroom_wood, tconstruct:stripped_bloodshroom_wood"
"thermal:glass/hardened","thermal:obsidian_glass, thermal:signalum_glass, thermal:lumium_glass, thermal:enderium_glass"
"thermal:rockwool","thermal:white_rockwool, thermal:orange_rockwool, thermal:magenta_rockwool, thermal:light_blue_rockwool, thermal:yellow_rockwool, thermal:lime_rockwool, thermal:pink_rockwool, thermal:gray_rockwool, thermal:light_gray_rockwool, thermal:cyan_rockwool, thermal:purple_rockwool, thermal:blue_rockwool, thermal:brown_rockwool, thermal:green_rockwool, thermal:red_rockwool, thermal:black_rockwool"
